,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,2,1,0,2,9,0,0,0,0,5,0,3,0,1,1,2,0,1,0,3,2,2,1,0,22,1,1,6,3,2,0,5,1,1,1,0,4,0,1,3,0,0,1,1,2,1,2,2,2
26,4,2,0,2,2,1,1,1,0,0,3,0,0,0,3,2,2,0,1,1,1,1,2,0,2,1,35,0,3,5,3,1,2,1,2,0,1,1,3,1,2,0,3,1,1,1,2,0,0,0
27,0,0,1,0,6,1,0,1,2,0,2,0,1,0,1,1,0,0,1,0,0,0,0,1,0,2,2,26,3,0,4,5,4,2,1,0,2,1,6,4,1,1,4,4,5,1,2,0,0,2
28,0,0,1,1,0,0,0,0,0,1,1,2,1,0,1,1,1,0,0,0,2,0,0,0,0,2,0,1,74,0,4,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
29,0,0,0,1,2,0,1,1,0,0,0,0,0,0,3,4,0,0,0,1,0,1,0,0,0,1,3,3,4,40,1,8,2,2,1,0,0,1,0,0,1,1,6,3,2,2,0,2,2,1
30,0,0,0,1,1,0,1,0,0,0,0,1,2,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,2,1,73,0,3,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,2
31,0,0,0,3,2,0,1,0,0,0,1,0,0,1,3,2,0,0,1,5,0,1,1,0,0,0,1,0,0,3,1,47,2,1,2,0,0,0,6,0,1,1,0,8,0,1,2,2,0,1
32,1,2,1,0,1,1,0,0,1,1,3,0,2,2,5,0,1,0,0,1,0,0,0,0,0,0,1,1,3,3,2,3,48,0,0,0,2,1,3,3,1,0,2,0,1,0,3,1,0,0
33,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,0,7,3,0,2,2,0,0,0,0,1,2,3,0,12,1,38,1,0,0,2,5,1,1,1,0,1,2,0,0,1,0,6
34,0,0,0,1,3,0,0,1,0,1,1,2,0,0,2,4,1,0,5,0,0,0,1,0,1,0,2,1,3,5,0,0,0,0,25,0,6,0,11,0,1,2,2,9,3,3,3,0,0,1
35,2,2,14,0,1,0,1,0,1,1,3,6,0,0,5,0,2,0,0,1,1,1,2,0,0,0,1,0,4,0,1,0,3,1,2,19,3,0,4,0,1,1,1,4,0,2,9,0,1,0
36,1,3,2,0,0,0,0,0,0,0,5,2,0,0,4,5,1,0,1,0,1,0,3,0,0,1,3,1,8,0,2,1,4,0,2,1,32,0,4,1,0,0,3,5,0,1,1,2,0,0
37,0,0,0,0,0,0,0,0,4,0,0,1,4,6,1,3,1,2,0,4,0,0,0,0,0,3,1,3,1,1,0,1,3,2,0,0,0,36,5,1,0,1,1,0,0,0,2,3,5,5
38,0,0,0,1,1,0,2,0,0,0,0,0,0,0,5,3,0,0,2,1,1,2,1,0,0,0,0,5,1,2,0,11,1,1,4,1,0,0,35,0,0,1,4,7,6,0,1,1,0,0
39,0,0,0,0,0,1,0,0,3,0,2,1,2,1,0,1,2,0,1,1,0,0,0,1,0,4,2,1,3,0,3,2,2,0,0,1,0,1,3,52,2,0,1,0,2,1,1,0,1,2
40,0,0,2,0,0,0,0,0,0,2,1,1,1,1,2,5,3,0,1,0,0,1,0,1,0,2,0,0,18,0,4,0,5,2,1,1,2,0,2,1,32,2,0,1,0,3,3,0,0,0
41,1,0,0,0,1,0,1,2,1,1,3,0,0,0,6,0,2,0,0,1,1,1,1,0,0,0,3,0,1,0,0,0,1,2,0,0,0,1,2,0,0,66,0,0,1,1,0,0,0,0
42,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,3,1,2,2,8,2,0,4,1,3,2,10,1,1,0,37,7,1,2,0,0,0,0
43,0,0,1,0,2,0,1,1,0,0,0,2,0,0,2,1,1,0,1,2,0,0,0,0,0,0,1,0,3,1,0,3,4,0,2,1,1,0,7,0,1,0,3,54,1,1,1,2,0,0
44,0,0,2,0,2,2,1,4,0,0,1,0,0,0,3,2,3,0,6,0,2,0,1,0,1,2,2,6,2,4,3,1,5,0,0,1,1,1,9,2,2,1,5,4,17,1,0,0,1,0
45,1,1,1,1,0,0,0,1,0,0,1,2,2,0,9,1,1,0,1,2,3,1,0,0,0,0,13,0,6,6,1,1,6,2,1,0,1,0,2,1,0,1,4,2,4,19,2,0,0,0
46,0,0,2,0,0,0,0,1,1,0,0,5,1,0,2,0,5,0,3,0,0,0,0,0,0,1,2,0,4,2,0,3,6,0,1,5,1,1,3,1,5,2,1,1,1,2,35,0,1,2
47,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,81,0,0
48,0,0,0,0,0,0,0,1,2,0,1,0,0,3,6,0,2,0,0,0,0,1,1,0,0,1,1,0,0,1,2,2,1,0,0,0,0,2,0,1,2,5,0,0,0,2,0,1,62,0
49,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,4,0,0,1,1,0,1,7,4,2,1,0,0,0,2,0,3,1,0,1,0,0,1,0,2,0,63
